image,race_scores,obese_scores
856.png,"[7.0361793e-04 9.7468901e-01 2.2269184e-02 1.5425936e-05 5.1364361e-04
 1.5577021e-03 2.5148396e-04]","[0.9999997615814209, 2.2333856986023193e-10, 2.1950572204332275e-07]"
857.png,"[0.27739474 0.00279612 0.24557538 0.00529216 0.01685001 0.01577564
 0.43631598]","[0.014416023157536983, 0.9841694831848145, 0.001414491911418736]"
858.png,"[1.7605440e-03 4.6736636e-06 1.2197195e-03 8.3381259e-01 1.6307496e-01
 7.3756069e-05 5.3596188e-05]","[0.06458539515733719, 2.0601502910722047e-05, 0.9353940486907959]"
859.png,"[7.6959234e-01 4.9656717e-04 1.0212086e-01 7.2638271e-04 1.6313404e-02
 3.4268321e-03 1.0732370e-01]","[0.003119781846180558, 0.707894504070282, 0.2889856994152069]"
860.png,"[3.4620292e-02 3.8745187e-05 8.1768014e-02 5.6104112e-01 3.0756396e-01
 6.5501877e-03 8.4177116e-03]","[0.01775171421468258, 0.9745889902114868, 0.007659283000975847]"
861.png,"[1.3453407e-02 4.2827342e-05 8.1551718e-03 8.2837057e-01 1.2281023e-01
 4.8106900e-04 2.6686704e-02]","[0.053066279739141464, 0.9298517107963562, 0.017081953585147858]"
862.png,"[3.7374777e-01 6.9663867e-05 8.9528933e-02 1.5119547e-03 6.5833976e-04
 2.4774815e-03 5.3200585e-01]","[0.0925808995962143, 0.8897905349731445, 0.01762847788631916]"
863.png,"[2.7417250e-03 7.6067488e-04 1.4352205e-01 3.2645094e-03 5.2153602e-02
 7.9736680e-01 1.9065174e-04]","[0.9996286630630493, 2.446202529426955e-07, 0.00037112663267180324]"
864.png,"[3.5145968e-01 5.2680023e-04 5.6248391e-01 8.2978317e-05 7.2229124e-04
 5.5924181e-02 2.8800244e-02]","[0.00034552201395854354, 0.11998001486063004, 0.8796744346618652]"
865.png,"[1.7823380e-05 9.9956816e-01 2.0181251e-04 1.8393423e-05 4.0524912e-05
 1.4320455e-04 1.0228880e-05]","[0.5691047310829163, 0.2458668053150177, 0.18502852320671082]"
866.png,"[9.9349236e-01 1.5885644e-07 8.2477555e-04 8.8704810e-06 1.0050924e-05
 3.3106746e-05 5.6307423e-03]","[0.01874648965895176, 0.9263073801994324, 0.05494609847664833]"
867.png,"[0.21328264 0.06729149 0.1542742  0.41770202 0.12944676 0.00241135
 0.01559155]","[0.003934756387025118, 0.8198245763778687, 0.1762406826019287]"
868.png,"[0.35669154 0.00072236 0.46642858 0.09362428 0.0450994  0.01643289
 0.02100089]","[0.0069377548061311245, 0.09647706151008606, 0.89658522605896]"
869.png,"[9.9602926e-01 8.9062070e-08 4.8174032e-05 2.6302055e-06 5.0302124e-06
 5.5620771e-06 3.9091860e-03]","[0.043617621064186096, 0.0024802275002002716, 0.9539021849632263]"
870.png,"[0.00602293 0.06091614 0.1109404  0.42825213 0.35827142 0.02706868
 0.0085283 ]","[0.07698967307806015, 0.9154046773910522, 0.007605649996548891]"
871.png,"[4.8336677e-02 7.0872575e-02 1.2102539e-01 2.1630892e-04 1.2321896e-03
 2.3747110e-01 5.2084571e-01]","[0.96965491771698, 0.03006759099662304, 0.000277424871455878]"
872.png,"[9.9982399e-01 5.4339807e-08 8.9101814e-06 2.8909403e-06 2.1010237e-06
 1.1303521e-06 1.6089542e-04]","[0.9999992847442627, 2.7277682335125064e-08, 7.498674108319392e-07]"
873.png,"[2.2448045e-03 6.6453700e-05 7.5792684e-03 8.6134928e-01 1.2735723e-01
 1.3438197e-04 1.2685492e-03]","[0.02074955776333809, 0.9787888526916504, 0.00046157080214470625]"
874.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.32134225964546204, 0.3493363857269287, 0.32932132482528687]"
875.png,"[0.15290672 0.00099205 0.26570112 0.09223057 0.07219528 0.03472584
 0.38124847]","[0.9952741861343384, 0.004405321087688208, 0.00032045372063294053]"
876.png,"[1.2730804e-01 2.9519584e-04 2.6213628e-01 3.9505750e-01 1.5724964e-01
 3.8925797e-02 1.9027488e-02]","[0.00012151973351137713, 0.4112984240055084, 0.5885800719261169]"
877.png,"[0.08503797 0.00196498 0.8593627  0.00655622 0.02476855 0.00857364
 0.01373587]","[0.018042661249637604, 0.124904565513134, 0.8570528030395508]"
878.png,"[0.42303526 0.0030233  0.44129074 0.0505851  0.05265144 0.00464768
 0.02476649]","[0.04347391054034233, 0.02940545603632927, 0.9271206259727478]"
879.png,"[6.7663026e-01 1.4512298e-05 1.1307897e-02 1.2902677e-01 9.0414621e-03
 4.1252188e-04 1.7356656e-01]","[0.07931893318891525, 0.7035001516342163, 0.21718095242977142]"
880.png,"[4.5980483e-01 9.2861865e-04 5.0609179e-02 4.9202691e-04 2.9563432e-04
 5.1006267e-04 4.8735961e-01]","[0.6048412322998047, 9.234123717760667e-05, 0.39506644010543823]"
881.png,"[9.9947214e-01 5.5031035e-07 6.9842463e-05 1.3719278e-04 2.5193336e-05
 2.3109682e-07 2.9488298e-04]","[0.283434122800827, 0.6678728461265564, 0.0486929677426815]"
882.png,"[2.4769299e-02 3.0725616e-07 1.0318359e-03 8.8459158e-01 8.9307055e-02
 6.7399837e-05 2.3250810e-04]","[0.8506256937980652, 1.1357849416526733e-06, 0.1493731290102005]"
883.png,"[0.6101336  0.00120039 0.18563195 0.00757322 0.00513534 0.01577621
 0.1745494 ]","[0.7172974348068237, 0.26841819286346436, 0.014284268952906132]"
884.png,"[0.06072133 0.023439   0.00965379 0.72828186 0.16681343 0.00234581
 0.00874483]","[0.9957975149154663, 0.00418473593890667, 1.7771817510947585e-05]"
885.png,"[0.22098403 0.03931498 0.28846028 0.21833766 0.11283684 0.06324672
 0.05681946]","[0.12729676067829132, 0.8722023963928223, 0.0005008161533623934]"
886.png,"[9.9872798e-01 1.8298176e-06 2.8582837e-04 2.1857307e-04 4.7276728e-05
 1.1474761e-05 7.0702319e-04]","[0.00016191079339478165, 0.4293728470802307, 0.5704652070999146]"
887.png,"[1.0939984e-03 3.0298429e-06 1.2928805e-03 8.2351434e-01 1.7252128e-01
 2.4649739e-04 1.3279978e-03]","[0.13659805059432983, 0.8582571744918823, 0.005144734401255846]"
888.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[3.95271217712434e-06, 0.9999953508377075, 7.420582619488414e-07]"
889.png,"[1.0895298e-02 2.5083893e-06 2.4310715e-02 7.7699703e-01 1.8552127e-01
 1.4868727e-03 7.8626431e-04]","[0.2593633830547333, 0.002282576635479927, 0.7383540272712708]"
890.png,"[9.9502462e-01 4.2863062e-06 2.7074576e-03 4.1491320e-04 2.0583981e-04
 6.3640455e-06 1.6364137e-03]","[0.020611822605133057, 0.9722065925598145, 0.007181578315794468]"
891.png,"[8.8513494e-01 3.9686111e-05 2.9596828e-02 2.1525826e-03 9.7429455e-04
 1.4155285e-04 8.1960060e-02]","[0.9931862354278564, 1.6210959756790544e-06, 0.006812109146267176]"
892.png,"[8.3404887e-01 3.2382884e-06 9.2150718e-02 8.8368478e-04 3.1518950e-03
 2.4253137e-03 6.7336291e-02]","[0.00014937222294975072, 0.7554469704627991, 0.2444036304950714]"
893.png,"[0.73685896 0.00395007 0.23496188 0.003821   0.00328283 0.0047447
 0.01238062]","[0.04920179396867752, 0.004067650996148586, 0.9467304944992065]"
894.png,"[2.6389554e-02 2.9278401e-04 5.3294474e-01 1.2099885e-01 2.9696935e-01
 7.7326302e-03 1.4672176e-02]","[8.066763984970748e-05, 0.003613092703744769, 0.996306300163269]"
895.png,"[0.01020264 0.00273076 0.41937846 0.08471942 0.44420072 0.0374954
 0.00127271]","[0.9999996423721313, 1.1726804416412051e-07, 2.6890631943388144e-07]"
896.png,"[0.20798782 0.01303706 0.60341406 0.06328131 0.06991714 0.01217655
 0.03018615]","[0.0010658151004463434, 0.6323860883712769, 0.3665481209754944]"
897.png,"[0.2916803  0.17732263 0.09496129 0.09939945 0.29743424 0.00523743
 0.03396466]","[0.8506121039390564, 0.0003751963085960597, 0.1490127444267273]"
898.png,"[1.2455126e-05 9.9128920e-01 7.7671016e-04 2.1026657e-05 3.7247327e-04
 7.5270087e-03 1.0760315e-06]","[0.9997972846031189, 2.037943813704146e-09, 0.0002027811569860205]"
899.png,"[0.00927036 0.38053513 0.2408423  0.0493088  0.17231537 0.14614972
 0.00157834]","[0.36829057335853577, 0.3824266195297241, 0.2492828220129013]"
900.png,"[0.020939   0.008883   0.2950127  0.02124858 0.04077944 0.09795603
 0.51518124]","[0.017193494364619255, 0.815504252910614, 0.16730229556560516]"
901.png,"[1.4573969e-01 5.0502131e-05 2.7030641e-01 1.1300082e-02 1.0577586e-02
 2.1824684e-02 5.4020107e-01]","[0.8256790637969971, 0.0005268044769763947, 0.17379410564899445]"
902.png,"[0.86657494 0.00156939 0.09196661 0.00470865 0.00251164 0.00184588
 0.0308229 ]","[0.9975940585136414, 0.0001282684097532183, 0.0022776180412620306]"
903.png,"[9.9913698e-01 1.9416478e-07 2.4861365e-04 2.9631240e-06 2.7202759e-06
 1.0591916e-05 5.9793418e-04]","[0.08332858234643936, 0.024651292711496353, 0.8920201063156128]"
904.png,"[9.9808800e-01 1.6493456e-07 1.4009708e-04 9.6676761e-04 2.6669024e-04
 9.8091405e-06 5.2855967e-04]","[0.0023625523317605257, 0.5875958800315857, 0.4100416302680969]"
905.png,"[9.9934953e-01 9.3433738e-07 1.3389079e-04 1.0700206e-06 4.9499486e-06
 3.4741220e-06 5.0619536e-04]","[0.050631649792194366, 0.8922708630561829, 0.05709751322865486]"
906.png,"[7.9269814e-01 9.3875369e-06 5.0789785e-02 3.0439557e-03 1.3189361e-03
 1.1425713e-03 1.5099724e-01]","[0.00854138657450676, 0.840151846408844, 0.15130671858787537]"
907.png,"[0.503187   0.00062198 0.01886919 0.37306815 0.10097735 0.00153843
 0.00173794]","[0.04656006768345833, 0.9482258558273315, 0.0052140261977910995]"
908.png,"[0.017234   0.4463531  0.41288602 0.02936977 0.08227415 0.0018313
 0.01005164]","[0.9980080723762512, 0.001867469516582787, 0.00012444680032785982]"
909.png,"[2.15850528e-02 3.03307170e-04 1.33819357e-01 1.68550794e-03
 1.24024665e-02 6.05972409e-01 2.24231884e-01]","[0.0023769803810864687, 0.9976140260696411, 8.986833563540131e-06]"
910.png,"[9.1556413e-03 3.5070050e-05 1.4237560e-02 8.1335670e-01 1.6172414e-01
 1.2445241e-03 2.4628630e-04]","[0.001927071250975132, 0.3604830801486969, 0.6375898718833923]"
911.png,"[4.72638130e-05 9.98718262e-01 8.77244223e-04 1.85529098e-05
 1.04910134e-04 2.20753485e-04 1.30133112e-05]","[0.000481586524983868, 0.04465378820896149, 0.9548646211624146]"
912.png,"[9.8809344e-01 1.5019775e-05 6.7429547e-03 3.0898449e-05 6.6152563e-05
 9.2638311e-06 5.0422275e-03]","[0.0006294300546869636, 0.2685106694698334, 0.7308598756790161]"
913.png,"[4.8675603e-01 3.1806696e-05 1.4829280e-02 2.3294607e-01 2.5742793e-01
 2.0008876e-03 6.0079866e-03]","[0.03505096584558487, 0.9592999219894409, 0.005649068392813206]"
914.png,"[9.8839378e-01 5.5181954e-05 8.5236114e-03 1.6455361e-04 2.6551975e-04
 1.3236111e-04 2.4649797e-03]","[0.6280225515365601, 0.3637373149394989, 0.008240113966166973]"
915.png,"[0.10455353 0.00268571 0.33303052 0.00442565 0.01484266 0.49628663
 0.04417528]","[0.8468232154846191, 8.769898704485968e-05, 0.15308906137943268]"
916.png,"[1.66765660e-01 1.05249790e-04 4.79158433e-03 7.87494183e-01
 3.29546593e-02 1.18317694e-04 7.77033251e-03]","[0.004910717252641916, 0.9856839179992676, 0.00940544344484806]"
917.png,"[2.5831072e-03 2.2348194e-04 2.2556321e-03 8.2373768e-01 1.7103681e-01
 1.4660832e-04 1.6626844e-05]","[4.21042823290918e-05, 0.8240647912025452, 0.17589309811592102]"
918.png,"[3.5096265e-05 9.9320823e-01 5.1308521e-03 9.8237624e-06 2.4944550e-04
 1.3548286e-03 1.1705485e-05]","[0.007999730296432972, 0.13333642482757568, 0.85866379737854]"
919.png,"[9.8242158e-01 5.5386514e-05 2.2041311e-03 3.8845169e-03 4.6713534e-03
 1.3677770e-04 6.6262200e-03]","[7.419106987072155e-05, 0.9945945143699646, 0.005331283435225487]"
920.png,"[0.06032292 0.0229434  0.26401258 0.19382899 0.44549814 0.01174042
 0.00165362]","[0.7849335074424744, 0.17526258528232574, 0.03980397433042526]"
921.png,"[1.3359644e-03 2.4491460e-06 1.9102428e-03 9.4012058e-01 5.6343049e-02
 1.7040105e-04 1.1727154e-04]","[0.6851428151130676, 2.491948180249892e-06, 0.31485459208488464]"
922.png,"[2.5157863e-01 2.9362724e-04 1.6779508e-01 2.6136344e-05 4.6739584e-05
 3.3709563e-03 5.7688886e-01]","[0.0026019662618637085, 0.0024544072803109884, 0.9949436783790588]"
923.png,"[9.98600543e-01 1.00554396e-04 6.11147261e-04 2.19488516e-06
 5.48537901e-06 3.05490357e-06 6.77042233e-04]","[0.024451585486531258, 0.021231114864349365, 0.9543172717094421]"
924.png,"[0.21921378 0.1333274  0.46274012 0.05679457 0.03543362 0.02127619
 0.07121427]","[0.5993880033493042, 0.40022605657577515, 0.0003859013959299773]"
925.png,"[1.6997291e-01 1.7810277e-04 6.0184345e-02 5.8758050e-01 1.7318647e-01
 4.9175890e-03 3.9801742e-03]","[0.15041498839855194, 0.15529997646808624, 0.6942850947380066]"
926.png,"[4.8406693e-01 2.4536652e-05 5.8704973e-03 1.1072220e-04 5.2907963e-05
 2.6849200e-04 5.0960594e-01]","[0.7372128367424011, 0.14244799315929413, 0.12033917754888535]"
927.png,"[0.1423386  0.01287486 0.41189608 0.25508088 0.10640806 0.03914128
 0.03226025]","[0.7282125353813171, 0.07103373110294342, 0.20075370371341705]"
928.png,"[1.7343917e-04 2.5317632e-07 3.1920741e-04 9.7798181e-01 2.1476196e-02
 3.4555913e-05 1.4577308e-05]","[0.08920816332101822, 0.04993979260325432, 0.860852062702179]"
929.png,"[2.4652527e-01 9.2728602e-05 6.2883288e-02 2.9812448e-04 3.6397760e-04
 6.1410577e-03 6.8369555e-01]","[0.005837196484208107, 0.19613255560398102, 0.7980301976203918]"
930.png,"[9.8681689e-05 1.7702474e-05 2.8981941e-04 8.2198638e-01 1.7750718e-01
 4.4522483e-05 5.5748267e-05]","[0.05900517851114273, 1.7213045433450702e-09, 0.9409947991371155]"
931.png,"[8.3819699e-01 9.5717560e-06 6.5245884e-03 5.3648627e-04 6.1461446e-04
 3.1756848e-04 1.5380026e-01]","[0.9997614026069641, 9.964050695998594e-05, 0.00013892230344936252]"
932.png,"[3.3682421e-01 8.8794977e-06 3.2605203e-03 4.8015438e-05 2.6100397e-05
 6.2309147e-04 6.5920919e-01]","[0.03509737178683281, 0.0001936881453730166, 0.9647089242935181]"
933.png,"[0.00402576 0.6080388  0.31685257 0.00089239 0.00803537 0.06152162
 0.00063346]","[8.484955469612032e-05, 8.825919621813227e-07, 0.999914288520813]"
934.png,"[5.84785104e-01 1.94018823e-04 1.09782375e-01 7.20738918e-02
 4.38643508e-02 4.22782153e-02 1.47022054e-01]","[0.9591116309165955, 0.03986839950084686, 0.001020008814521134]"
935.png,"[0.20175877 0.00155913 0.46716058 0.04034723 0.13349703 0.01852071
 0.1371565 ]","[0.9834235906600952, 0.000883606553543359, 0.015692876651883125]"
936.png,"[9.9972284e-01 7.2817251e-08 2.1002638e-04 4.4304943e-06 1.2287848e-05
 1.8333178e-06 4.8493283e-05]","[0.9998559951782227, 0.00012571118713822216, 1.8247250409331173e-05]"
937.png,"[5.2142576e-03 2.0462663e-05 1.8151229e-02 4.4654098e-01 5.2965963e-01
 3.4716944e-04 6.6322806e-05]","[0.013639643788337708, 0.7287256717681885, 0.2576346695423126]"
938.png,"[0.01014755 0.05159229 0.02478881 0.38118812 0.52243185 0.00531979
 0.00453167]","[0.029668893665075302, 0.3173336088657379, 0.6529975533485413]"
939.png,"[1.2494670e-02 7.3701840e-06 6.3945528e-04 9.5050257e-01 3.5952177e-02
 3.1841901e-05 3.7191669e-04]","[0.4540654718875885, 0.12118464708328247, 0.4247499108314514]"
940.png,"[9.99968767e-01 3.01326269e-10 8.08975187e-07 3.85436394e-08
 5.78849750e-08 1.13624054e-07 3.02447570e-05]","[0.18280786275863647, 0.7271323204040527, 0.0900598093867302]"
941.png,"[3.2655659e-01 5.0274915e-01 1.2375529e-01 4.8363640e-05 1.6555112e-03
 1.1014137e-02 3.4221057e-02]","[0.014684061519801617, 0.697562575340271, 0.28775328397750854]"
942.png,"[6.1966147e-02 6.6297868e-04 7.5191873e-01 8.9245872e-04 2.2944894e-03
 1.3209544e-01 5.0169695e-02]","[0.016863375902175903, 0.6736037135124207, 0.3095329701900482]"
943.png,"[3.3328661e-01 3.3233306e-01 8.6997147e-04 3.2022357e-01 1.3132174e-02
 1.2963668e-04 2.5023122e-05]","[0.45548397302627563, 0.4002635180950165, 0.14425256848335266]"
944.png,"[9.2727262e-01 2.5682191e-06 3.2855505e-03 1.1457059e-04 8.5701991e-05
 1.1188639e-03 6.8120226e-02]","[0.03696880489587784, 0.34829476475715637, 0.6147363781929016]"
945.png,"[5.1483506e-01 4.9141450e-05 2.6620168e-02 4.5706891e-04 1.4047665e-04
 3.0892610e-04 4.5758924e-01]","[0.12098222225904465, 0.8013890385627747, 0.07762866467237473]"
946.png,"[0.00508101 0.01432    0.16877568 0.01405261 0.2245127  0.57183486
 0.00142311]","[1.0951747754006647e-05, 0.9999884366989136, 5.527592179532803e-07]"
947.png,"[6.75462544e-01 3.52086849e-04 3.09530944e-01 3.88662338e-05
 1.35843162e-04 1.96082471e-03 1.25188315e-02]","[0.13440410792827606, 0.8239641785621643, 0.04163177311420441]"
948.png,"[0.01123729 0.00390734 0.3186252  0.04558723 0.34093925 0.2595209
 0.02018281]","[0.9999785423278809, 2.744031917245593e-06, 1.871792846941389e-05]"
949.png,"[9.9420965e-01 1.0745523e-06 3.6203850e-03 3.9759187e-05 1.1519568e-04
 1.9317577e-04 1.8207672e-03]","[0.00271358760073781, 0.08363842219114304, 0.9136480093002319]"
950.png,"[0.2608053  0.00771855 0.41904756 0.0825519  0.03667799 0.0175483
 0.1756504 ]","[0.9999167919158936, 3.102065271320953e-10, 8.324212103616446e-05]"
951.png,"[7.1559042e-01 7.0829678e-04 2.0399371e-01 1.6349781e-02 2.4186237e-02
 2.1906584e-03 3.6980890e-02]","[0.022058898583054543, 0.9768299460411072, 0.0011110914638265967]"
952.png,"[0.08318157 0.00241829 0.45360115 0.07417339 0.16568318 0.07096101
 0.1499814 ]","[0.39128875732421875, 3.140466287732124e-05, 0.6086798310279846]"
953.png,"[4.2809454e-01 2.3533629e-04 1.8268162e-02 4.2371103e-01 3.9277483e-02
 6.7929472e-03 8.3620399e-02]","[0.004377761855721474, 0.17029568552970886, 0.8253266215324402]"
954.png,"[6.4837120e-02 5.0365709e-04 3.7692375e-02 5.7525036e-04 6.2063563e-04
 2.6775650e-03 8.9309335e-01]","[0.9998483657836914, 4.93505758640822e-05, 0.00010221124102827162]"
955.png,"[1.7879755e-04 7.5175494e-01 1.3556431e-02 4.7517652e-04 8.6587891e-03
 2.2530839e-01 6.7491259e-05]","[0.00018483381427358836, 7.194811041699722e-05, 0.9997431635856628]"
956.png,"[0.01462315 0.00056915 0.14373931 0.3522758  0.47320768 0.00657778
 0.00900711]","[0.04195001348853111, 0.7654538750648499, 0.19259615242481232]"
957.png,"[8.88213336e-01 3.48265341e-04 6.63976446e-02 6.95026902e-05
 1.02451086e-04 6.39798294e-04 4.42289524e-02]","[0.9999762773513794, 2.0145856538533735e-08, 2.3765880541759543e-05]"
958.png,"[2.0407254e-02 1.0667514e-05 2.2629274e-03 9.1566712e-01 6.1397746e-02
 2.6476888e-05 2.2784210e-04]","[0.6034002304077148, 0.2547089457511902, 0.14189085364341736]"
959.png,"[9.9774766e-01 5.0244444e-07 1.0464586e-03 5.8718433e-06 3.4958954e-05
 2.1014701e-05 1.1435485e-03]","[0.005238898564130068, 0.7085803747177124, 0.2861807644367218]"
960.png,"[8.6250164e-02 2.8910088e-05 1.6107034e-02 7.7923322e-01 1.0278101e-01
 1.1918073e-03 1.4407864e-02]","[0.0059200129471719265, 1.9459969280433143e-07, 0.9940798282623291]"
961.png,"[8.7006354e-01 2.0220090e-04 8.8572815e-02 2.4915219e-04 4.5843842e-04
 3.6566658e-04 4.0088162e-02]","[0.05215644836425781, 0.5591182708740234, 0.38872531056404114]"
962.png,"[9.77396965e-01 2.91972101e-05 1.03810048e-02 2.46835816e-06
 1.31721745e-05 7.93458603e-04 1.13838026e-02]","[0.0036430093459784985, 0.19242951273918152, 0.803927481174469]"
963.png,"[9.0592033e-01 6.5585133e-05 1.1129757e-02 8.3082188e-03 2.9401532e-03
 8.3408464e-05 7.1552590e-02]","[0.19218553602695465, 0.8042645454406738, 0.003549913177266717]"
964.png,"[9.9424911e-01 6.1301589e-06 2.3952639e-03 1.9858294e-04 1.1891071e-04
 1.0088769e-05 3.0217927e-03]","[0.004206400364637375, 0.9926674962043762, 0.0031262084376066923]"
965.png,"[7.4490392e-01 1.1126776e-04 7.3836081e-02 1.0053207e-01 1.8342810e-02
 1.9340758e-03 6.0339749e-02]","[0.2581632733345032, 0.00011370650463504717, 0.7417230606079102]"
966.png,"[7.1896797e-01 1.1500078e-05 4.6157654e-02 1.2087968e-04 1.8298018e-04
 8.8268910e-03 2.2573213e-01]","[0.02183109149336815, 0.9779456853866577, 0.00022330087085720152]"
967.png,"[0.06289073 0.02131136 0.08697705 0.01834233 0.42012015 0.09818291
 0.29217544]","[1.0, 1.1062946114748229e-09, 7.532967999379636e-11]"
968.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9900318384170532, 0.008498999290168285, 0.0014691522810608149]"
969.png,"[5.8199314e-04 7.7542383e-04 3.8932699e-03 7.5780112e-01 2.3663050e-01
 2.6221815e-04 5.5513810e-05]","[0.47771018743515015, 0.3577899634838104, 0.16449983417987823]"
970.png,"[6.2381481e-03 3.2695770e-02 3.1709677e-01 6.6465355e-02 5.6519586e-01
 1.1796178e-02 5.1193789e-04]","[0.9998998641967773, 8.150329855460825e-10, 0.00010007392847910523]"
971.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.009573088958859444, 0.9636328220367432, 0.026793979108333588]"
972.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.08571251481771469, 0.8441276550292969, 0.07015981525182724]"
973.png,"[9.3297297e-01 1.7561508e-06 6.4902171e-03 5.0638344e-05 7.8405516e-05
 6.7818246e-04 5.9727829e-02]","[0.9999983310699463, 1.353778866786115e-09, 1.6220507177422405e-06]"
974.png,"[9.9979126e-01 5.8915659e-09 9.1184984e-07 1.7297846e-04 2.5776495e-05
 4.9173135e-08 9.0148988e-06]","[0.3707562983036041, 0.3207697570323944, 0.30847394466400146]"
975.png,"[4.9187088e-01 5.6162694e-06 7.2302562e-03 1.2782350e-03 6.2368310e-04
 6.3306448e-04 4.9835828e-01]","[0.9998494386672974, 6.3307230568909745e-09, 0.0001505527616245672]"
976.png,"[1.0968971e-03 1.8182645e-06 1.3897843e-03 7.6303530e-01 2.3421492e-01
 1.3108939e-04 1.3016995e-04]","[0.9956734776496887, 4.2283721995772794e-05, 0.004284192342311144]"
977.png,"[9.7998452e-01 5.8707010e-06 1.2305197e-02 6.9497729e-04 4.8385884e-04
 3.7518155e-04 6.1504636e-03]","[0.0002643607440404594, 0.9716889262199402, 0.028046730905771255]"
978.png,"[9.9795222e-01 2.0953642e-06 6.6488923e-04 5.0683861e-04 1.4129760e-04
 7.5675462e-06 7.2508521e-04]","[0.01133148092776537, 0.9668880701065063, 0.02178037352859974]"
979.png,"[0.01696693 0.6378062  0.20180127 0.01313947 0.03245557 0.02170454
 0.07612599]","[0.004993360489606857, 8.177840209100395e-05, 0.994924783706665]"
980.png,"[9.01046470e-02 5.26564963e-06 1.45757222e-03 8.05290341e-01
 1.03003114e-01 1.32101413e-05 1.25723571e-04]","[0.008899001404643059, 0.8531895279884338, 0.1379115730524063]"
981.png,"[7.2045275e-03 6.9472422e-05 1.0804336e-02 7.6982546e-01 2.0364189e-01
 3.1940145e-03 5.2603087e-03]","[0.0009727300493977964, 0.9990271329879761, 1.3209843530148646e-07]"
982.png,"[6.3165365e-04 1.8388646e-06 5.1476556e-04 7.8681791e-01 2.1198566e-01
 2.8230701e-05 1.9881523e-05]","[0.4469422399997711, 0.35563454031944275, 0.19742318987846375]"
983.png,"[4.1298044e-01 4.5544424e-05 2.0029651e-01 6.9304360e-03 6.2010149e-03
 1.5649818e-02 3.5789627e-01]","[0.08206994086503983, 0.9168281555175781, 0.0011019489029422402]"
984.png,"[8.2073253e-01 1.5464332e-04 3.6108188e-02 4.9374821e-03 2.9475957e-03
 4.8018119e-04 1.3463932e-01]","[0.8101284503936768, 0.03650227189064026, 0.15336920320987701]"
985.png,"[0.14836453 0.42350876 0.05928558 0.06916588 0.09039269 0.03650546
 0.17277707]","[0.620540201663971, 0.004030249081552029, 0.37542957067489624]"
986.png,"[7.2645074e-01 4.1102374e-04 1.6680461e-01 3.8894645e-03 1.8770036e-03
 1.6358198e-03 9.8931402e-02]","[0.9974125027656555, 0.0012577075976878405, 0.0013297322439029813]"
987.png,"[8.52320969e-01 1.10922347e-05 4.05491376e-03 7.10033178e-02
 8.57647415e-03 1.17794094e-04 6.39154315e-02]","[0.8805825114250183, 0.0015149221289902925, 0.11790254712104797]"
988.png,"[9.4946343e-01 4.4184367e-07 7.1970872e-03 1.4075628e-05 1.3391271e-05
 1.8357771e-04 4.3128017e-02]","[0.9995960593223572, 5.549829438677989e-06, 0.0003983418573625386]"
989.png,"[0.06328394 0.05423512 0.17927198 0.3985637  0.20373331 0.03750089
 0.06341105]","[0.032685067504644394, 0.02030617743730545, 0.9470087289810181]"
990.png,"[4.9344799e-04 4.1420622e-05 2.8847591e-03 5.1481962e-01 4.8119092e-01
 5.6335866e-04 6.4610044e-06]","[0.008285041898488998, 0.1417495608329773, 0.8499654531478882]"
991.png,"[0.87671447 0.00106153 0.02855442 0.04486798 0.0459917  0.00125695
 0.00155288]","[0.22179271280765533, 0.6826387047767639, 0.09556857496500015]"
992.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.531879723072052, 0.002267861505970359, 0.46585237979888916]"
993.png,"[1.5812738e-02 2.7949157e-01 1.4181626e-01 1.6947053e-02 2.5961414e-01
 2.8616968e-01 1.4851180e-04]","[0.999870777130127, 0.00011360324424458668, 1.5629739209543914e-05]"
994.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.5429685115814209, 0.456233948469162, 0.0007974880863912404]"
995.png,"[1.3717866e-05 9.9748796e-01 5.3271709e-04 2.3948825e-05 1.1447815e-03
 7.8752678e-04 9.3646659e-06]","[0.008885090239346027, 0.267862468957901, 0.7232523560523987]"
996.png,"[7.31613278e-01 2.20150175e-03 1.02593824e-01 8.62302631e-02
 4.79209349e-02 1.31615729e-04 2.93085426e-02]","[0.9081383943557739, 0.09018425643444061, 0.001677361666224897]"
997.png,"[1.0000000e+00 1.5959898e-11 3.9868522e-09 1.2366581e-08 1.0807534e-08
 3.0988359e-10 1.2454725e-08]","[0.5683240294456482, 0.42978984117507935, 0.0018861164571717381]"
998.png,"[4.5425102e-01 1.1796284e-05 3.3894950e-03 5.1622325e-01 1.3318585e-02
 1.2856123e-05 1.2793055e-02]","[0.04986884444952011, 0.5513078570365906, 0.3988233208656311]"
